# RA DEC XI ETA F475W F814W V VERR
11.576 41.878 0.667 0.613 24.12 21.147 1.499 3.214 
11.493 41.88 0.605 0.613 23.756 20.722 -359.869 2.212 
11.552 41.88 0.65 0.614 24.39 21.01 -39.305 1.564 
11.531 41.881 0.633 0.615 24.687 22.074 -47.175 3.624 
11.493 41.881 0.605 0.615 24.629 21.315 -22.743 2.636 
11.582 41.881 0.671 0.615 24.223 20.876 -161.95 4.402 
11.537 41.882 0.638 0.616 24.479 21.282 0.057 3.01 
11.436 41.886 0.563 0.619 24.622 21.28 -104.605 1.983 
11.494 41.887 0.606 0.62 24.078 21.156 -231.01 3.232 
11.496 41.887 0.607 0.621 24.583 21.311 -132.763 3.481 
11.561 41.892 0.656 0.626 24.38 21.56 -95.106 8.691 
11.53 41.894 0.633 0.628 24.689 21.294 -96.117 2.656 
11.457 41.895 0.578 0.629 24.53 21.945 -71.144 5.98 
11.456 41.898 0.578 0.632 23.072 21.066 -57.402 2.084 
11.544 41.9 0.643 0.634 24.009 21.726 -114.213 4.751 
11.434 41.901 0.561 0.634 24.693 22.732 24.76 8.785 
11.489 41.902 0.602 0.636 24.541 21.242 -62.268 2.049 
11.535 41.902 0.637 0.636 24.168 21.185 -70.918 2.396 
11.489 41.903 0.602 0.637 24.079 21.745 -203.848 5.538 
11.492 41.908 0.604 0.641 24.856 21.471 -89.052 2.374 
11.526 41.908 0.63 0.641 23.782 21.665 -369.358 6.875 
11.448 41.909 0.572 0.642 23.11 21.16 -58.976 2.827 
11.463 41.913 0.583 0.647 24.41 21.512 -25.75 3.1 
11.46 41.913 0.58 0.647 23.929 20.949 -91.815 3.003 
11.41 41.914 0.543 0.647 24.409 21.724 -92.226 3.855 
11.495 41.915 0.606 0.648 24.973 21.95 -82.421 8.225 
11.451 41.922 0.574 0.655 24.32 21.349 -121.605 3.56 
11.389 41.923 0.527 0.655 24.248 21.486 -154.918 4.39 
11.431 41.924 0.558 0.657 24.704 21.816 -100.99 4.902 
11.389 41.931 0.527 0.664 23.729 21.514 -333.164 6.737 
11.377 41.931 0.518 0.664 24.426 21.377 -89.179 2.174 
11.388 41.931 0.526 0.664 24.363 21.273 -277.233 3.266 
11.45 41.933 0.573 0.666 24.783 21.702 -55.504 2.952 
11.394 41.934 0.53 0.667 24.121 21.589 -77.254 3.452 
11.467 41.935 0.585 0.668 24.098 21.027 -130.978 1.572 
11.445 41.937 0.569 0.67 24.865 22.097 -65.047 4.373 
11.352 41.938 0.499 0.671 24.913 21.939 -77.125 4.292 
11.441 41.939 0.566 0.672 24.211 21.7 -75.592 2.895 
11.386 41.942 0.525 0.674 24.124 21.401 -31.545 1.862 
11.48 41.941 0.595 0.675 24.452 21.798 -112.799 8.601 
11.478 41.943 0.594 0.676 24.342 21.818 -66.785 3.572 
11.436 41.944 0.562 0.677 24.223 21.288 -58.331 2.044 
11.377 41.947 0.518 0.68 24.503 21.316 -101.184 2.242 
11.348 41.948 0.497 0.681 24.928 21.587 -122.62 3.551 
11.293 41.952 0.455 0.684 24.067 21.247 -83.059 5.743 
11.454 41.953 0.575 0.686 24.617 21.241 -132.07 4.196 
11.351 41.954 0.498 0.686 24.768 21.589 -81.501 3.817 
11.314 41.954 0.471 0.686 24.933 21.936 -45.292 4.137 
11.398 41.955 0.534 0.688 24.3 21.085 -130.481 2.065 
11.285 41.956 0.449 0.688 24.501 21.97 -73.0 5.379 
11.409 41.956 0.542 0.689 23.129 20.787 -53.585 2.05 
11.355 41.956 0.502 0.689 24.522 21.217 -89.307 4.675 
11.452 41.956 0.574 0.69 24.474 21.266 -85.627 2.397 
11.337 41.957 0.488 0.69 23.806 21.398 -52.02 2.343 
11.336 41.958 0.487 0.69 23.705 21.681 -84.078 3.666 
11.29 41.96 0.453 0.692 24.096 21.047 -129.948 2.535 
11.37 41.959 0.513 0.692 24.042 21.67 -69.02 2.14 
11.313 41.96 0.47 0.693 24.17 21.427 -34.463 2.974 
11.367 41.961 0.51 0.694 25.086 21.826 -165.141 4.53 
11.385 41.962 0.524 0.694 24.648 21.629 -118.745 5.361 
11.435 41.962 0.562 0.696 24.574 21.21 -116.26 3.362 
11.43 41.965 0.557 0.698 25.01 22.431 -101.359 6.199 
11.409 41.969 0.542 0.702 24.706 22.27 -130.153 4.3 
11.398 41.969 0.533 0.702 24.636 21.98 36.047 2.99 
11.384 41.971 0.523 0.704 24.204 21.254 -106.253 2.491 
11.42 41.971 0.55 0.704 24.604 21.252 -64.997 2.78 
11.407 41.973 0.54 0.706 24.832 21.644 -108.299 2.873 
11.406 41.974 0.539 0.706 24.405 21.43 -2.744 2.973 
11.282 41.975 0.447 0.708 23.937 20.905 -163.56 7.695 
11.349 41.976 0.497 0.709 24.257 21.05 23.129 2.044 
11.367 41.978 0.511 0.711 24.684 21.834 -140.638 4.625 
11.416 41.978 0.547 0.711 22.889 20.926 -73.95 1.428 
11.404 41.982 0.538 0.715 24.042 21.272 -223.431 2.362 
11.348 41.983 0.496 0.716 24.083 21.944 -144.54 2.83 
11.28 41.988 0.445 0.72 25.047 22.116 -248.743 4.492 
11.394 41.988 0.53 0.721 24.635 22.058 -36.215 6.311 
11.372 41.99 0.515 0.723 24.589 22.015 -113.17 3.94 
11.382 41.991 0.522 0.724 23.127 20.625 -52.123 1.39 
11.271 41.995 0.438 0.727 25.062 21.796 -209.235 4.916 
11.269 41.996 0.437 0.728 23.888 21.504 -163.15 2.569 
11.285 42.002 0.449 0.734 24.852 21.719 -109.803 5.207 
11.303 42.004 0.462 0.737 24.438 21.455 -77.202 3.644 
11.353 42.005 0.5 0.738 25.053 22.094 -104.149 4.872 
11.36 42.01 0.505 0.743 24.468 21.647 -14.673 3.885 
11.29 42.014 0.452 0.747 25.101 21.801 -25.705 5.919 
11.303 42.016 0.463 0.748 24.005 20.671 -7.42 1.413 
11.329 42.019 0.482 0.752 24.889 21.6 -134.676 3.197 
11.297 42.027 0.458 0.759 24.25 21.008 -567.717 3.79 
11.333 42.027 0.485 0.759 25.046 22.216 -179.687 4.178 
11.296 42.028 0.457 0.761 24.4 21.553 -51.647 4.115 
11.297 42.038 0.458 0.77 22.725 20.299 -71.552 2.043 
11.295 42.039 0.456 0.772 24.533 21.365 -79.075 4.02 
11.392 41.927 0.529 0.66 24.959 22.418 -20.484 6.964 
11.392 41.937 0.529 0.67 23.688 21.078 -40.71 2.602 
11.438 41.94 0.564 0.673 24.341 20.982 -395.831 1.83 
11.46 41.916 0.58 0.649 24.163 21.817 -538.855 4.441 
11.483 41.929 0.597 0.663 25.254 21.995 -22.363 5.299 
11.278 41.958 0.444 0.69 25.488 22.316 -91.104 5.305 
11.43 41.967 0.558 0.7 24.673 22.578 -41.281 7.462 
11.567 41.893 0.66 0.627 24.323 21.424 -28.452 3.833 
11.579 41.894 0.669 0.628 24.87 21.673 -42.278 3.639 
11.574 41.903 0.665 0.637 24.783 21.79 -332.658 6.865 
11.611 41.905 0.693 0.639 23.377 20.37 -127.377 1.769 
11.573 41.905 0.665 0.64 24.658 21.32 -58.951 2.578 
11.532 41.909 0.634 0.643 24.504 21.291 -74.154 2.749 
11.584 41.911 0.673 0.645 24.564 21.305 -75.296 5.013 
11.606 41.912 0.69 0.646 24.12 21.234 -52.63 4.701 
11.576 41.912 0.667 0.646 24.452 21.302 -35.45 2.211 
11.556 41.917 0.652 0.651 24.207 20.91 -47.983 1.886 
11.61 41.917 0.693 0.652 24.297 21.159 -53.324 2.843 
11.61 41.92 0.692 0.655 23.61 21.111 -223.566 5.957 
11.618 41.92 0.699 0.655 23.805 20.582 -550.11 2.172 
11.568 41.924 0.661 0.658 25.069 21.728 -164.79 4.474 
11.539 41.925 0.639 0.659 24.142 21.121 -23.649 2.193 
11.562 41.926 0.656 0.661 24.556 21.581 -120.297 3.941 
11.575 41.933 0.666 0.667 23.858 21.047 -122.739 4.228 
11.587 41.934 0.675 0.668 24.302 21.265 -2.741 2.885 
11.522 41.938 0.627 0.671 23.977 21.382 -65.36 2.845 
11.492 41.938 0.604 0.672 24.311 20.944 -100.413 1.876 
11.537 41.938 0.638 0.672 24.431 21.108 7.588 3.213 
11.513 41.942 0.62 0.676 24.47 21.369 -59.448 4.023 
11.546 41.943 0.644 0.677 24.695 21.836 -184.594 4.697 
11.545 41.943 0.643 0.677 24.678 22.001 -95.015 4.214 
11.571 41.943 0.663 0.677 23.272 21.278 -104.28 3.254 
11.561 41.944 0.656 0.678 24.006 21.244 -152.817 2.688 
11.615 41.944 0.696 0.679 24.456 21.656 -453.219 13.221 
11.593 41.946 0.68 0.681 24.542 21.368 -93.281 3.057 
11.471 41.95 0.588 0.683 24.738 21.342 -295.446 2.915 
11.562 41.949 0.657 0.683 22.877 20.698 -391.337 2.456 
11.48 41.95 0.595 0.684 24.313 22.059 -102.792 5.578 
11.601 41.952 0.685 0.686 22.833 20.808 -67.385 5.844 
11.536 41.954 0.637 0.688 24.275 20.991 -43.588 2.164 
11.496 41.955 0.607 0.689 23.52 21.389 -240.291 6.641 
11.546 41.956 0.645 0.69 23.706 21.082 -32.129 6.655 
11.579 41.958 0.669 0.692 24.495 21.597 -116.533 6.261 
11.475 41.964 0.591 0.697 23.879 21.076 -102.488 2.669 
11.468 41.964 0.586 0.697 24.374 21.349 -115.159 3.08 
11.551 41.964 0.648 0.698 24.689 21.383 -113.379 2.802 
11.503 41.966 0.612 0.699 24.72 21.528 -117.613 3.306 
11.552 41.968 0.649 0.702 23.122 21.252 -43.705 4.418 
11.494 41.97 0.605 0.704 23.806 20.863 -21.817 2.328 
11.518 41.971 0.623 0.705 24.927 22.998 -95.395 9.549 
11.539 41.972 0.639 0.706 24.143 21.111 -402.188 2.854 
11.55 41.973 0.647 0.707 24.177 21.492 -194.04 3.994 
11.538 41.974 0.638 0.708 24.369 21.078 -134.7 2.332 
11.463 41.975 0.582 0.709 25.295 22.153 -47.541 6.332 
11.463 41.977 0.582 0.71 24.519 21.902 -48.756 6.107 
11.516 41.977 0.622 0.711 24.541 22.097 -79.383 7.466 
11.477 41.979 0.593 0.712 24.79 22.127 16.687 4.906 
11.443 41.98 0.567 0.713 23.809 21.461 -291.805 4.625 
11.452 41.981 0.574 0.714 23.222 20.581 -352.147 3.444 
11.515 41.981 0.621 0.715 23.898 21.662 -45.324 4.788 
11.533 41.982 0.635 0.716 23.88 21.124 -356.121 2.538 
11.511 41.983 0.618 0.717 24.644 21.912 -114.873 5.52 
11.384 41.985 0.523 0.717 24.155 21.129 -321.453 2.064 
11.542 41.984 0.642 0.718 24.624 21.437 -115.326 5.196 
11.493 41.984 0.605 0.717 23.615 20.715 -58.09 2.045 
11.474 41.985 0.591 0.718 24.418 21.769 -180.895 6.007 
11.437 41.986 0.563 0.719 24.334 21.112 -93.598 3.925 
11.427 41.986 0.555 0.72 24.106 21.208 -82.737 3.169 
11.4 41.991 0.535 0.724 23.901 21.193 42.448 2.87 
11.458 41.991 0.578 0.725 24.866 21.738 -131.205 6.213 
11.506 41.991 0.614 0.725 24.358 21.273 -91.161 3.125 
11.493 41.993 0.605 0.726 24.876 21.951 -76.744 8.056 
11.436 41.994 0.562 0.727 24.082 21.213 -252.957 3.14 
11.492 41.997 0.604 0.73 24.912 21.581 -91.2 7.015 
11.424 41.998 0.553 0.731 24.418 21.575 -130.841 7.065 
11.397 41.999 0.533 0.732 24.417 21.982 -82.549 3.683 
11.496 42.002 0.607 0.735 24.198 21.178 -3.048 3.573 
11.4 42.004 0.535 0.737 24.463 21.647 -131.116 3.332 
11.478 42.007 0.593 0.741 23.039 19.993 -338.972 8.68 
11.477 42.008 0.593 0.742 24.185 20.901 -110.056 1.765 
11.439 42.011 0.564 0.744 24.715 21.927 -229.169 4.673 
11.462 42.012 0.582 0.746 24.327 21.239 -432.997 3.386 
11.355 42.014 0.501 0.746 24.528 21.119 -71.715 3.831 
11.386 42.014 0.524 0.747 25.089 21.709 -119.469 6.575 
11.343 42.016 0.492 0.749 24.81 21.708 17.932 5.983 
11.443 42.018 0.567 0.751 24.982 21.693 -114.694 4.86 
11.464 42.018 0.583 0.752 23.764 21.083 -90.152 3.615 
11.4 42.02 0.535 0.753 23.625 21.091 -60.172 4.321 
11.365 42.027 0.509 0.759 23.437 21.154 -99.156 3.588 
11.359 42.027 0.504 0.76 25.029 21.654 -116.545 4.452 
11.401 42.027 0.536 0.76 24.482 21.627 -48.448 4.915 
11.463 42.028 0.582 0.761 24.071 22.101 -40.331 5.888 
11.439 42.03 0.564 0.763 24.606 21.376 -68.823 3.693 
11.411 42.034 0.543 0.767 24.741 22.055 -8.612 5.59 
11.366 42.036 0.51 0.769 25.087 22.073 -66.918 7.849 
11.321 42.038 0.476 0.771 24.812 21.408 -57.731 5.668 
11.414 42.045 0.545 0.778 24.468 21.558 -0.746 6.527 
11.4 42.052 0.535 0.784 24.539 21.129 -156.679 4.299 
11.353 42.055 0.5 0.787 24.855 21.744 -136.557 5.213 
11.407 42.055 0.54 0.788 23.538 21.26 -69.831 3.964 
11.371 42.057 0.513 0.79 25.586 22.325 -176.113 5.847 
11.336 42.058 0.487 0.79 24.6 21.465 -117.889 4.712 
11.358 42.061 0.504 0.794 24.314 21.14 -8.662 2.707 
11.369 42.065 0.512 0.797 24.358 21.111 -522.137 6.909 
11.401 42.065 0.536 0.798 23.864 21.01 -101.585 7.164 
11.354 42.066 0.501 0.798 24.579 22.391 -142.183 11.289 
11.379 42.066 0.519 0.799 24.541 21.154 -165.476 3.706 
11.384 42.068 0.523 0.801 24.026 21.085 -231.412 4.213 
11.37 42.07 0.513 0.802 24.26 21.367 -86.227 6.252 
11.396 42.069 0.532 0.802 24.4 21.515 -129.177 5.422 
11.372 42.076 0.514 0.809 24.758 21.333 -131.596 6.03 
11.348 42.078 0.496 0.811 24.593 21.545 -379.365 5.59 
11.423 42.034 0.552 0.767 24.488 21.188 -5.266 3.474 
11.34 42.05 0.49 0.783 24.592 21.556 -74.18 4.284 
11.494 41.934 0.606 0.667 24.999 22.301 -36.53 6.466 
11.507 41.987 0.615 0.72 24.758 21.466 -96.933 11.252 
11.495 41.992 0.606 0.725 24.411 21.813 -5.873 4.464 
11.442 42.021 0.567 0.754 24.726 21.961 -137.907 5.074 
11.415 42.048 0.546 0.781 24.417 21.553 -140.199 3.733 
11.523 41.966 0.627 0.7 24.478 22.318 -9.781 5.048 
11.601 41.946 0.686 0.68 25.306 21.854 -137.803 2.615 
11.608 41.948 0.691 0.682 23.999 21.244 -437.597 3.369 
11.629 41.949 0.706 0.684 24.503 21.605 -37.295 3.748 
11.598 41.95 0.684 0.684 24.294 21.17 -1.584 2.313 
11.643 41.951 0.717 0.686 23.896 20.85 -108.052 2.502 
11.625 41.951 0.704 0.685 23.704 20.926 -63.403 2.331 
11.655 41.952 0.726 0.687 23.939 21.001 -10.766 2.143 
11.635 41.954 0.711 0.688 24.528 21.12 -80.714 1.992 
11.616 41.954 0.697 0.688 24.391 21.318 -211.562 2.236 
11.63 41.954 0.708 0.689 24.497 21.14 -26.411 2.126 
11.64 41.955 0.715 0.69 23.629 21.046 -238.41 2.788 
11.624 41.959 0.702 0.694 24.834 21.64 -125.016 2.963 
11.648 41.959 0.721 0.694 23.86 21.068 -144.235 3.328 
11.632 41.96 0.708 0.695 24.355 21.739 -98.495 3.369 
11.593 41.961 0.68 0.696 24.187 21.798 -128.118 3.346 
11.658 41.964 0.729 0.699 24.267 21.06 -84.153 1.958 
11.618 41.968 0.699 0.702 23.97 21.38 -90.171 3.763 
11.636 41.968 0.712 0.702 23.926 21.072 -252.384 2.65 
11.594 41.97 0.68 0.705 23.934 20.938 -28.387 1.998 
11.618 41.972 0.698 0.706 24.14 21.073 -7.488 2.162 
11.555 41.973 0.651 0.707 24.373 21.472 -43.464 4.266 
11.611 41.974 0.693 0.708 24.268 21.348 -187.74 3.421 
11.603 41.981 0.687 0.715 24.38 21.62 -109.241 7.376 
11.639 41.981 0.714 0.715 23.581 20.924 -15.449 1.952 
11.656 41.982 0.727 0.717 24.038 21.034 -10.618 2.007 
11.562 41.987 0.656 0.721 24.484 21.711 12.866 4.45 
11.647 41.987 0.72 0.721 24.378 21.089 -119.106 3.406 
11.629 41.989 0.706 0.724 24.446 22.195 -95.041 4.906 
11.554 41.991 0.65 0.725 24.66 21.341 -185.649 3.54 
11.538 41.993 0.638 0.727 24.329 20.968 -528.891 2.23 
11.6 41.994 0.685 0.729 25.083 23.173 0.086 7.913 
11.611 41.995 0.693 0.73 23.57 21.193 -59.665 3.883 
11.618 41.997 0.698 0.732 24.155 20.846 -76.013 1.678 
11.635 41.998 0.711 0.733 23.792 21.082 -236.35 3.816 
11.643 42.008 0.717 0.743 23.849 21.318 -7.651 3.702 
11.563 42.01 0.657 0.744 24.55 21.578 -136.572 5.177 
11.529 42.013 0.631 0.747 24.165 21.286 -459.414 3.273 
11.546 42.014 0.644 0.748 24.233 21.054 -54.914 2.334 
11.549 42.016 0.646 0.75 24.526 21.518 -21.729 2.909 
11.558 42.018 0.653 0.752 24.305 21.142 -240.501 2.732 
11.579 42.019 0.669 0.753 24.545 21.751 -74.022 3.856 
11.599 42.019 0.684 0.754 24.421 21.537 -49.873 3.315 
11.602 42.021 0.686 0.755 24.358 21.09 -162.485 3.405 
11.556 42.022 0.652 0.756 23.679 20.853 -62.986 2.041 
11.533 42.022 0.634 0.756 24.542 21.782 -22.913 4.278 
11.571 42.022 0.663 0.756 24.225 20.98 10.231 2.165 
11.61 42.025 0.692 0.759 24.315 21.374 -220.45 5.112 
11.592 42.029 0.678 0.763 23.977 21.144 23.57 3.493 
11.505 42.03 0.614 0.763 24.398 21.448 -99.546 4.647 
11.57 42.032 0.662 0.766 24.386 21.114 -42.34 5.19 
11.551 42.033 0.648 0.767 24.341 21.587 -0.389 4.367 
11.473 42.035 0.589 0.769 24.401 21.597 -87.691 4.713 
11.478 42.036 0.593 0.77 24.024 21.737 -102.289 4.426 
11.598 42.038 0.683 0.773 24.481 21.198 -117.916 2.853 
11.57 42.041 0.662 0.775 23.656 20.913 -74.486 3.527 
11.44 42.042 0.564 0.776 25.101 21.839 -134.699 6.909 
11.568 42.044 0.661 0.779 24.621 21.477 -114.477 4.178 
11.502 42.046 0.611 0.78 24.035 21.427 -56.3 5.998 
11.455 42.047 0.576 0.781 24.482 21.342 -129.224 2.936 
11.562 42.047 0.656 0.781 24.013 21.067 -156.383 3.773 
11.568 42.048 0.661 0.782 24.17 21.008 -4.758 1.827 
11.574 42.048 0.665 0.782 24.019 21.631 -26.539 2.282 
11.48 42.051 0.595 0.784 24.746 22.04 -192.383 4.248 
11.415 42.052 0.546 0.785 23.888 20.804 -33.725 3.232 
11.504 42.052 0.612 0.785 24.627 21.644 -124.006 4.252 
11.47 42.052 0.587 0.786 24.854 21.744 -70.695 3.649 
11.467 42.053 0.585 0.786 23.532 20.813 -10.208 1.973 
11.561 42.056 0.655 0.791 24.256 20.942 -178.325 2.066 
11.571 42.057 0.662 0.791 24.655 21.678 -123.927 3.971 
11.483 42.058 0.597 0.792 25.025 22.347 -104.445 4.899 
11.523 42.058 0.627 0.792 24.615 21.618 -94.513 3.69 
11.535 42.06 0.636 0.794 24.398 21.19 -149.153 2.899 
11.412 42.062 0.544 0.795 24.256 21.556 -67.48 3.559 
11.535 42.062 0.636 0.796 23.987 21.311 -71.385 3.554 
11.449 42.075 0.572 0.808 24.167 21.078 -103.65 2.183 
11.466 42.075 0.584 0.808 23.679 20.797 -106.467 2.035 
11.524 42.074 0.627 0.808 24.182 21.374 -251.225 4.848 
11.479 42.076 0.594 0.809 25.102 21.796 -109.911 3.128 
11.534 42.075 0.635 0.809 23.903 21.146 -288.729 3.746 
11.527 42.076 0.63 0.81 24.578 21.263 -370.538 5.451 
11.524 42.076 0.628 0.81 24.433 21.597 -89.667 4.391 
11.518 42.077 0.623 0.81 24.559 21.916 -122.745 5.25 
11.464 42.078 0.583 0.811 23.846 20.943 -115.974 2.035 
11.492 42.079 0.604 0.812 24.187 21.18 -78.724 3.454 
11.486 42.079 0.599 0.813 24.23 21.29 -186.836 3.011 
11.395 42.08 0.531 0.813 24.115 20.774 -96.449 2.106 
11.515 42.079 0.621 0.813 24.313 21.157 -32.362 2.917 
11.478 42.081 0.593 0.815 23.686 21.477 -151.6 3.545 
11.528 42.082 0.631 0.816 24.499 21.259 -145.488 3.004 
11.486 42.085 0.599 0.819 24.576 21.563 -44.451 3.742 
11.404 42.087 0.538 0.82 24.386 21.84 -144.031 6.263 
11.386 42.088 0.524 0.821 24.278 21.039 -550.532 2.566 
11.466 42.09 0.584 0.823 24.6 21.541 -100.353 3.992 
11.424 42.09 0.553 0.823 24.168 21.3 -85.179 3.856 
11.495 42.092 0.606 0.826 24.511 21.728 -35.065 4.761 
11.483 42.093 0.597 0.826 25.087 21.716 -130.903 5.101 
11.391 42.094 0.528 0.827 24.821 21.505 -170.66 3.446 
11.422 42.095 0.551 0.828 24.921 21.688 -137.125 2.872 
11.391 42.096 0.528 0.829 24.058 21.271 -141.336 3.288 
11.492 42.096 0.603 0.829 24.104 21.125 -4.312 2.792 
11.446 42.096 0.569 0.83 24.299 21.358 -83.848 3.111 
11.378 42.098 0.518 0.831 23.801 21.287 -252.381 4.109 
11.474 42.1 0.59 0.833 23.785 20.948 -368.069 4.057 
11.383 42.101 0.522 0.834 24.9 21.631 -55.332 5.654 
11.424 42.103 0.553 0.836 24.504 21.569 -207.85 5.249 
11.449 42.106 0.572 0.84 24.147 21.428 -69.96 5.969 
11.402 42.108 0.536 0.841 24.414 21.753 -62.739 4.781 
11.46 42.111 0.579 0.845 24.484 22.14 -100.119 6.674 
11.435 42.112 0.561 0.846 24.219 20.913 -112.029 2.42 
11.418 42.113 0.548 0.846 23.287 21.178 -101.117 3.163 
11.455 42.115 0.576 0.848 24.457 21.155 -55.59 3.44 
11.456 42.119 0.576 0.852 25.045 21.733 -28.409 2.915 
11.412 42.123 0.544 0.856 23.89 21.274 -281.991 3.88 
11.402 42.124 0.536 0.857 24.451 21.293 -117.632 3.428 
11.406 42.129 0.539 0.862 24.753 21.546 -37.556 5.181 
11.442 42.13 0.566 0.863 24.054 20.819 -37.793 2.61 
11.396 42.13 0.532 0.863 24.611 21.315 -94.653 3.268 
11.438 42.132 0.563 0.865 25.11 21.752 -14.153 5.191 
11.406 42.134 0.539 0.867 24.145 21.407 -155.887 3.837 
11.396 42.136 0.532 0.868 23.895 20.57 -74.566 2.311 
11.404 42.14 0.537 0.873 24.044 21.655 -178.635 3.076 
11.41 42.14 0.542 0.873 24.444 21.36 -71.969 3.277 
11.396 42.141 0.532 0.874 24.926 21.582 -162.286 4.039 
11.558 41.966 0.653 0.7 24.404 21.103 -137.315 2.225 
11.575 41.986 0.666 0.72 24.535 21.796 -19.616 3.944 
11.634 41.992 0.71 0.727 24.786 22.065 -15.449 4.917 
11.431 42.054 0.558 0.787 24.291 21.543 -111.094 4.319 
11.392 42.121 0.528 0.854 24.774 22.2 -251.907 3.418 
11.496 42.036 0.607 0.769 24.525 21.309 -69.367 2.241 
11.526 42.026 0.63 0.76 24.619 22.071 -97.966 8.845 
11.518 42.048 0.623 0.782 24.947 21.619 -47.931 3.735 
11.433 42.062 0.559 0.795 24.412 21.802 -218.434 4.476 
11.501 42.073 0.61 0.806 24.944 22.199 -232.685 5.82 
11.518 42.08 0.623 0.814 25.016 21.699 -172.993 4.014 
11.391 42.132 0.528 0.865 24.535 22.147 -160.682 7.132 
11.397 42.068 0.533 0.801 24.785 21.916 15.037 4.856 
11.028 41.11 0.258 -0.159 23.315 20.873 -455.349 6.342 
11.009 41.11 0.244 -0.159 23.166 20.914 -348.675 6.827 
11.007 41.113 0.242 -0.156 24.07 20.956 -296.282 6.95 
11.053 41.114 0.277 -0.155 23.647 20.334 -26.365 2.996 
11.01 41.116 0.245 -0.152 24.309 21.206 -295.745 6.799 
11.059 41.122 0.282 -0.147 23.979 20.868 26.049 5.171 
11.075 41.122 0.294 -0.146 23.384 20.626 -463.176 5.224 
11.056 41.124 0.279 -0.145 23.566 21.067 -306.324 6.96 
11.042 41.125 0.269 -0.144 23.061 20.293 -455.146 4.572 
10.986 41.126 0.226 -0.143 24.327 21.307 -357.652 7.054 
11.018 41.127 0.251 -0.142 24.83 21.453 -290.827 11.168 
10.998 41.133 0.236 -0.136 24.109 21.243 -230.595 7.379 
10.988 41.134 0.228 -0.135 23.659 20.711 -387.386 5.796 
11.051 41.136 0.275 -0.133 23.261 20.811 -221.07 6.174 
11.035 41.137 0.263 -0.132 23.034 20.747 -264.963 6.098 
11.081 41.138 0.298 -0.13 23.392 20.457 -246.023 2.842 
11.002 41.139 0.239 -0.13 23.443 20.845 -222.927 4.862 
11.05 41.139 0.275 -0.13 23.03 20.825 -350.731 5.854 
11.004 41.139 0.24 -0.13 23.418 21.105 -180.719 10.284 
10.992 41.14 0.231 -0.129 23.894 21.444 -164.176 10.329 
11.072 41.146 0.292 -0.122 23.725 20.697 -357.888 4.243 
11.042 41.148 0.269 -0.121 24.18 20.963 -320.909 4.51 
11.059 41.156 0.281 -0.113 24.231 21.467 -125.607 7.925 
11.062 41.158 0.284 -0.11 24.558 21.183 -324.207 4.799 
11.081 41.162 0.298 -0.106 22.572 19.857 -16.416 2.952 
11.066 41.162 0.287 -0.106 24.84 21.451 -284.767 6.331 
11.063 41.165 0.285 -0.103 24.047 20.93 -252.942 4.642 
11.102 41.169 0.314 -0.1 23.675 21.206 -422.921 5.722 
11.102 41.177 0.314 -0.091 23.332 21.142 -411.751 6.272 
11.099 41.182 0.312 -0.086 23.761 20.862 -217.35 4.323 
11.068 41.183 0.288 -0.086 24.637 21.232 -276.741 6.443 
11.036 41.184 0.264 -0.084 23.976 21.114 -247.804 5.129 
11.039 41.186 0.267 -0.082 23.657 21.079 170.54 6.625 
11.076 41.191 0.295 -0.078 23.93 20.612 -409.901 7.851 
11.02 41.192 0.252 -0.076 23.16 20.656 -273.04 2.679 
11.078 41.192 0.296 -0.076 23.555 20.851 -231.402 3.015 
11.027 41.194 0.258 -0.075 23.562 21.15 -70.112 7.754 
11.117 41.198 0.325 -0.071 23.961 21.332 -160.875 20.397 
11.042 41.2 0.268 -0.069 24.485 21.285 -323.817 9.362 
11.049 41.202 0.274 -0.067 24.016 21.191 -429.655 4.921 
11.061 41.206 0.283 -0.063 24.463 21.432 -302.796 6.959 
11.099 41.209 0.312 -0.059 24.362 21.267 -260.592 5.874 
11.042 41.212 0.269 -0.056 22.687 19.666 -248.818 1.233 
11.078 41.214 0.296 -0.055 24.08 20.785 -204.757 4.618 
11.048 41.215 0.273 -0.053 22.228 19.781 -298.207 1.229 
11.117 41.216 0.325 -0.053 24.26 21.121 -149.33 8.218 
11.068 41.216 0.288 -0.052 24.208 21.07 -285.477 4.687 
11.099 41.217 0.312 -0.052 24.083 21.17 -374.277 4.972 
11.106 41.218 0.317 -0.05 23.826 21.083 -137.093 7.769 
11.078 41.222 0.296 -0.047 22.654 19.778 116.947 3.858 
11.121 41.223 0.328 -0.046 24.097 20.96 -130.029 6.335 
11.102 41.228 0.314 -0.04 23.196 20.071 -59.79 2.793 
11.055 41.23 0.278 -0.038 23.739 20.697 -575.555 4.811 
11.116 41.234 0.325 -0.034 22.877 19.965 -64.27 6.003 
11.107 41.236 0.318 -0.033 24.36 21.099 -390.212 5.464 
11.093 41.237 0.307 -0.031 23.993 20.669 -234.502 3.729 
11.102 41.242 0.314 -0.027 24.121 20.929 -228.513 4.495 
11.085 41.242 0.301 -0.026 23.783 20.713 -248.318 3.769 
11.142 41.244 0.344 -0.025 23.874 20.858 -400.188 5.536 
11.149 41.249 0.349 -0.019 23.724 20.864 -324.204 5.421 
11.097 41.252 0.31 -0.017 24.42 21.139 -332.103 5.019 
